/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/001_f_n_0286.jpg 1 383 81 428 176
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/001_f_n_2384.jpg 1 343 139 392 237
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/001_p_n_5537.jpg 1 473 179 526 271
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/001_p_n_5543.jpg 1 412 202 473 293
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/002_f_n_0307.jpg 1 364 484 416 555
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/002_f_n_0315.jpg 1 154 502 205 569
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/002_f_v_0311.jpg 1 272 514 322 581
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/002_p_v_0309.jpg 1 494 515 545 581
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/003_f_n_0361.jpg 1 327 539 386 605
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/003_p_n_0360.jpg 1 399 529 454 600
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/003_p_n_5528.jpg 1 433 519 492 588
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/003_p_n_5532.jpg 1 510 532 568 598
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/004_f_n_0364.jpg 1 308 292 367 400
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/004_f_n_0366.jpg 1 124 294 186 405
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/004_f_n_0371.jpg 1 207 268 257 369
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/004_p_n_5071.jpg 1 487 301 536 406
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/005_f_n_0394.jpg 1 260 335 307 413
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/005_f_n_5161.jpg 1 308 294 354 374
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/005_n_f_8138.jpg 1 322 341 372 423
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/005_n_p_8131.jpg 1 520 337 571 422
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/006_f_n_0437.jpg 1 319 300 367 387
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/006_f_n_0441.jpg 1 278 308 327 395
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/006_f_n_0443.jpg 1 348 293 395 382
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/006_p_n_0440.jpg 1 478 310 525 400
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/007_f_n_0449.jpg 1 338 264 403 352
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/007_f_n_0451.jpg 1 261 274 326 360
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/007_f_n_0453.jpg 1 124 270 189 353
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/007_p_n_0448.jpg 1 402 274 462 370
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/008_f_n_0455.jpg 1 343 149 406 237
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/008_f_n_2534.jpg 1 333 150 392 244
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/008_f_n_5041.jpg 1 248 152 309 244
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/008_p_n_5043.jpg 1 427 155 486 249
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/009_f_n_0475.jpg 1 307 160 360 252
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/009_f_n_0481.jpg 1 356 201 411 292
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/009_p_n_0479.jpg 1 471 167 526 261
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/009_p_n_0482.jpg 1 404 190 460 282
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/010_f_n_0499.jpg 1 327 298 382 382
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/010_f_n_0501.jpg 1 305 292 364 383
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/010_p_n_0502.jpg 1 445 292 502 379
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/010_p_n_0503.jpg 1 371 333 428 421
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/011_f_n_0510.jpg 1 324 324 388 406
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/011_p_n_0506.jpg 1 507 355 568 437
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/011_p_n_0508.jpg 1 474 330 529 416
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/011_p_n_0512.jpg 1 426 371 479 454
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/012_f_n_0557.jpg 1 302 433 361 511
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/012_p_n_0562.jpg 1 435 426 492 504
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/012_p_n_2623.jpg 1 490 393 542 474
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/012_p_n_2625.jpg 1 472 431 532 511
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/013_f_n_0639.jpg 1 282 242 343 331
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/013_f_n_0640.jpg 1 167 229 230 323
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/013_p_n_0632.jpg 1 414 237 473 327
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/013_p_n_0638.jpg 1 475 278 539 366
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/014_f_n_0645.jpg 1 174 365 233 448
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/014_f_n_5552.jpg 1 285 390 341 474
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/014_f_n_7588.jpg 1 213 369 264 464
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/014_p_n_7580.jpg 1 390 378 439 465
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/015_f_n_0654.jpg 1 316 254 372 327
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/015_f_n_0655.jpg 1 90 300 147 371
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/015_f_n_0657.jpg 1 372 272 428 343
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/015_p_n_0658.jpg 1 427 291 484 361
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/016_f_n_0675.jpg 1 98 332 152 419
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/016_f_n_0676.jpg 1 317 329 368 415
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/016_f_n_0680.jpg 1 232 306 285 392
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/016_p_n_0679.jpg 1 421 334 471 419
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/017_f_n_0681.jpg 1 128 413 193 501
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/017_f_n_0683.jpg 1 281 374 341 462
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/017_f_n_0684.jpg 1 192 385 258 479
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/017_f_n_0690.jpg 1 293 382 358 468
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/018_f_n_0713.jpg 1 381 200 435 295
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/018_f_n_0720.jpg 1 207 246 268 345
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/018_f_n_5167.jpg 1 321 279 387 373
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/018_p_n_5166.jpg 1 491 229 546 327
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/019_f_n_0723.jpg 1 149 343 200 431
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/019_f_n_0724.jpg 1 383 344 437 435
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/019_f_n_0725.jpg 1 120 332 173 417
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/019_p_n_0726.jpg 1 480 316 538 401
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/020_f_n_0748.jpg 1 164 365 228 440
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/020_f_n_0749.jpg 1 354 352 413 424
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/020_p_n_0750.jpg 1 473 363 534 437
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/020_p_n_0751.jpg 1 425 377 485 449
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/021_f_n_0764.jpg 1 306 321 363 410
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/021_f_n_0766.jpg 1 101 317 158 404
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/021_f_n_0768.jpg 1 347 273 402 367
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/021_p_n_0767.jpg 1 471 279 526 371
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/022_f_n_0786.jpg 1 238 361 296 430
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/022_f_n_0787.jpg 1 338 270 393 341
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/022_p_n_0783.jpg 1 384 287 441 358
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/022_p_n_0791.jpg 1 485 334 544 405
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/023_f_n_0839.jpg 1 363 198 412 299
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/023_f_n_5220.jpg 1 331 207 377 305
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/023_p_n_0838.jpg 1 445 207 491 301
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/023_p_n_5221.jpg 1 415 220 460 316
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/024_f_n_0843.jpg 1 340 128 392 220
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/024_f_n_0845.jpg 1 374 136 426 225
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/024_f_n_0846.jpg 1 290 132 340 222
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/024_p_n_0847.jpg 1 431 73 482 168
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/025_f_n_0856.jpg 1 259 215 319 304
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/025_f_n_5241.jpg 1 327 175 389 266
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/025_p_n_0861.jpg 1 402 178 463 272
/home/harrysocool/Github/fast-rcnn/DatabaseEars/DatabaseEars/025_p_n_5238.jpg 1 513 194 576 285
